capability_id,"edition","layer","feature","direction",subset_level,"function_code","object_group","variations","qualifiers","std_reference",dut_pics_status,"backend_status","framework_status",test_case_ids,"evidence","owner","notes"
COMMAND.STATUS.HARDWARE_ERROR,IEEE1815-2012,APPLICATION,"Command status Hardware Error",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.LOCAL_CONTROL,IEEE1815-2012,APPLICATION,"Command status Local Control",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.TOO_MANY_OPERATIONS,IEEE1815-2012,APPLICATION,"Command status Too Many Operations",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.NOT_AUTHORIZED,IEEE1815-2012,APPLICATION,"Command status Not Authorized",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.INHIBITED,IEEE1815-2012,APPLICATION,"Command status Inhibited",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.PROCESSING_LIMITED,IEEE1815-2012,APPLICATION,"Command status Processing Limited",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.OUT_OF_RANGE,IEEE1815-2012,APPLICATION,"Command status Out of Range",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.DOWNSTREAM,IEEE1815-2012,APPLICATION,"Command status Downstream-related status catalog",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
ROBUSTNESS.FAULT_PLAN,IEEE1815-2012,ROBUSTNESS,"Layer-scoped single-variable fault mutation plan",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
ROBUSTNESS.LINK,IEEE1815-2012,ROBUSTNESS,"Malformed CRC length address and link sequence tests",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
ROBUSTNESS.TRANSPORT,IEEE1815-2012,ROBUSTNESS,"Duplicate missing out-of-order and oversized transport tests",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
ROBUSTNESS.APPLICATION,IEEE1815-2012,ROBUSTNESS,"Invalid function object qualifier sequence and truncation tests",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
ROBUSTNESS.RESOURCE_LIMIT,IEEE1815-2012,ROBUSTNESS,"Bounded input memory queue file log and capture tests",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
SEC.SAV5.STATE_MACHINE,IEEE1815-2012,SECURITY,"Secure Authentication v5 challenge aggressive replay and recovery state machine",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
SEC.SAV5.KEY_LIFECYCLE,IEEE1815-2012,SECURITY,"Approved cryptography key storage rotation zeroization and secret-free logging",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
SEC.G120.V1.CHALLENGE,IEEE1815-2012,SECURITY,"G120V1 Challenge",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,1,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V2.REPLY,IEEE1815-2012,SECURITY,G120V2 Reply,BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,2,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V3.AGGRESSIVE_MODE_REQUEST,IEEE1815-2012,SECURITY,"G120V3 Aggressive Mode Request",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,3,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V4.SESSION_KEY_STATUS_REQUEST,IEEE1815-2012,SECURITY,"G120V4 Session Key Status Request",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,4,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V5.SESSION_KEY_STATUS,IEEE1815-2012,SECURITY,"G120V5 Session Key Status",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,5,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V6.SESSION_KEY_CHANGE,IEEE1815-2012,SECURITY,"G120V6 Session Key Change",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,6,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V7.ERROR,IEEE1815-2012,SECURITY,"G120V7 Error",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,7,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V8.USER_CERTIFICATE,IEEE1815-2012,SECURITY,"G120V8 User Certificate",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,8,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V9.MESSAGE_AUTHENTICATION_CODE,IEEE1815-2012,SECURITY,"G120V9 Message Authentication Code",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,9,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V10.USER_STATUS_CHANGE,IEEE1815-2012,SECURITY,"G120V10 User Status Change",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,10,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V11.UPDATE_KEY_CHANGE_REQUEST,IEEE1815-2012,SECURITY,"G120V11 Update Key Change Request",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,11,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V12.UPDATE_KEY_CHANGE_REPLY,IEEE1815-2012,SECURITY,"G120V12 Update Key Change Reply",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,12,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V13.UPDATE_KEY_CHANGE,IEEE1815-2012,SECURITY,"G120V13 Update Key Change",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,13,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V14.SIGNATURE,IEEE1815-2012,SECURITY,"G120V14 Signature",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,14,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G120.V15.UPDATE_KEY_CHANGE_CONFIRMATION,IEEE1815-2012,SECURITY,"G120V15 Update Key Change Confirmation",BIDIRECTIONAL,REVIEW_REQUIRED,32|33|131,120,15,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires approved security design formal vectors and independent implementation"
SEC.G121.CATALOG,IEEE1815-2012,SECURITY,"G121 Security Statistics variations 0 and 1",O2M,REVIEW_REQUIRED,,121,0|1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires formal standard and fixed backend review"
SEC.G122.CATALOG,IEEE1815-2012,SECURITY,"G122 Security Statistic Event variations 0 through 2",O2M,REVIEW_REQUIRED,,122,0|1|2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,SECURITY_OWNER,"Requires formal standard and fixed backend review"
